#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CENPK	SMC1B	9606.ENSP00000379911	9606.ENSP00000350036	0	0	0	0	0	0.166	0	0	0.165
CENPK	MAP3K7	9606.ENSP00000379911	9606.ENSP00000358335	0	0	0	0	0	0.158	0	0	0.157
CLIC2	MAP3K7	9606.ENSP00000358460	9606.ENSP00000358335	0	0	0	0	0	0.151	0	0	0.150
CNGA1	NOX5	9606.ENSP00000384264	9606.ENSP00000373518	0	0	0	0	0	0.164	0	0	0.163
CUL3	FBXO43	9606.ENSP00000264414	9606.ENSP00000403293	0	0	0	0	0	0.156	0	0	0.155
CUL3	FBXO16	9606.ENSP00000264414	9606.ENSP00000369604	0	0	0	0	0	0.213	0	0	0.213
CUL3	NSFL1C	9606.ENSP00000264414	9606.ENSP00000418529	0	0	0	0	0	0.289	0	0	0.289
DCHS2	UCK2	9606.ENSP00000485514	9606.ENSP00000356853	0	0	0	0	0	0.172	0	0	0.171
DDX55	SUMO4	9606.ENSP00000238146	9606.ENSP00000318635	0	0	0	0	0	0.162	0	0	0.161
DDX55	DICER1	9606.ENSP00000238146	9606.ENSP00000437256	0	0	0	0	0	0.170	0	0	0.169
DDX55	DHX15	9606.ENSP00000238146	9606.ENSP00000336741	0	0	0	0	0	0.527	0	0	0.527
DDX55	NOP14	9606.ENSP00000238146	9606.ENSP00000405068	0	0	0	0	0	0.153	0	0	0.152
DERA	RBP5	9606.ENSP00000416583	9606.ENSP00000266560	0	0	0	0	0	0.212	0	0	0.212
DHX15	PPP1R3B	9606.ENSP00000336741	9606.ENSP00000308318	0	0	0	0	0	0.270	0	0	0.270
DHX15	SUMO4	9606.ENSP00000336741	9606.ENSP00000318635	0	0	0	0	0	0.179	0	0	0.179
DHX15	NSFL1C	9606.ENSP00000336741	9606.ENSP00000418529	0	0	0	0	0	0.244	0	0	0.243
DHX15	DICER1	9606.ENSP00000336741	9606.ENSP00000437256	0	0	0	0	0	0.365	0	0	0.365
DHX15	NOP14	9606.ENSP00000336741	9606.ENSP00000405068	0	0	0	0	0	0.212	0	0	0.212
DICER1	TRIM13	9606.ENSP00000437256	9606.ENSP00000348299	0	0	0	0	0	0.171	0	0	0.171
DLK1	NEURL3	9606.ENSP00000340292	9606.ENSP00000478591	0	0	0	0	0	0.152	0	0	0.151
DNMBP	RAC2	9606.ENSP00000315659	9606.ENSP00000249071	0	0	0	0	0	0.714	0	0	0.714
DNMBP	SYNPO2	9606.ENSP00000315659	9606.ENSP00000306015	0	0	0	0	0	0.198	0	0	0.198
DRD1	GNAI1	9606.ENSP00000377353	9606.ENSP00000343027	0	0	0	0	0	0.151	0	0	0.150
DRD1	GNAT3	9606.ENSP00000377353	9606.ENSP00000381339	0	0	0	0	0	0.151	0	0	0.150
EXOC3L4	EXOC5	9606.ENSP00000369409	9606.ENSP00000484855	0	0	0	0	0	0.348	0	0	0.347
EXOC5	RAC2	9606.ENSP00000484855	9606.ENSP00000249071	0	0	0	0	0	0.151	0	0	0.150
EXOC5	UCK2	9606.ENSP00000484855	9606.ENSP00000356853	0	0	0	0	0	0.151	0	0	0.150
FAM151A	OMG	9606.ENSP00000306888	9606.ENSP00000247271	0	0	0	0	0	0.157	0	0	0.156
FAM151A	LRRTM1	9606.ENSP00000306888	9606.ENSP00000295057	0	0	0	0	0	0.157	0	0	0.156
FAM151A	VASN	9606.ENSP00000306888	9606.ENSP00000306864	0	0	0	0	0	0.157	0	0	0.156
FOXG1	HOXC9	9606.ENSP00000339004	9606.ENSP00000302836	0	0	0	0	0	0.170	0	0	0.169
FOXG1	SGK2	9606.ENSP00000339004	9606.ENSP00000340608	0	0	0	0	0	0.184	0	0	0.183
GNAI1	RAC2	9606.ENSP00000343027	9606.ENSP00000249071	0	0	0	0	0	0.352	0	0	0.351
GNAI1	PDE6D	9606.ENSP00000343027	9606.ENSP00000287600	0	0	0	0	0	0.213	0	0	0.213
GNAI1	SGK2	9606.ENSP00000343027	9606.ENSP00000340608	0	0	0	0	0	0.180	0	0	0.179
GNAI1	MAP3K7	9606.ENSP00000343027	9606.ENSP00000358335	0	0	0	0	0	0.159	0	0	0.158
GNAI1	GNAT3	9606.ENSP00000343027	9606.ENSP00000381339	0	0	0	0.974	0	0.303	0	0	0.303
GNAT3	RAC2	9606.ENSP00000381339	9606.ENSP00000249071	0	0	0	0	0	0.706	0	0	0.706
GNAT3	SGK2	9606.ENSP00000381339	9606.ENSP00000340608	0	0	0	0	0	0.180	0	0	0.179
GNAT3	MAP3K7	9606.ENSP00000381339	9606.ENSP00000358335	0	0	0	0	0	0.159	0	0	0.158
GTPBP2	TXNIP	9606.ENSP00000303997	9606.ENSP00000462521	0	0	0	0	0	0.155	0	0	0.154
GTPBP2	KCTD14	9606.ENSP00000303997	9606.ENSP00000316482	0	0	0	0	0	0.208	0	0	0.208
HIP1R	IL13RA2	9606.ENSP00000253083	9606.ENSP00000361004	0	0	0	0	0	0.189	0	0	0.189
KCNB2	KCNS2	9606.ENSP00000430846	9606.ENSP00000287042	0	0	0	0.911	0	0.336	0	0	0.336
NBAS	STX18	9606.ENSP00000281513	9606.ENSP00000305810	0	0	0	0	0	0.873	0	0	0.873
NOP14	OSBPL1A	9606.ENSP00000405068	9606.ENSP00000320291	0	0	0	0	0	0.169	0	0	0.169
NOP14	UCK2	9606.ENSP00000405068	9606.ENSP00000356853	0	0	0	0	0	0.261	0	0	0.260
NOP14	TXNIP	9606.ENSP00000405068	9606.ENSP00000462521	0	0	0	0	0	0.270	0	0	0.270
PDE6D	RAC2	9606.ENSP00000287600	9606.ENSP00000249071	0	0	0	0	0	0.681	0	0	0.681
PSMB8	USP37	9606.ENSP00000364016	9606.ENSP00000258399	0	0	0	0	0	0.152	0	0	0.151
PSMB8	SUMO4	9606.ENSP00000364016	9606.ENSP00000318635	0	0	0	0	0	0.168	0	0	0.167
RAC2	SYNPO2	9606.ENSP00000249071	9606.ENSP00000306015	0	0	0	0	0	0.177	0	0	0.177
RIMBP2	SCN5A	9606.ENSP00000261655	9606.ENSP00000410257	0	0	0	0	0	0.272	0	0	0.272
SMC1B	SUMO4	9606.ENSP00000350036	9606.ENSP00000318635	0	0	0	0	0	0.245	0	0	0.244
